serial_no,video_id,text,clean_text,entities,keywords,sentiment_score,sentiment
104,iueGI4CzP-0,"Everything is Good. The car looks Finished Now and feels like a serious Car, but No Stalk is killing it. I mean, it's very basic to have something for gear and Blinkers. Pressing buttons for everything feels stupid sometimes. The least they can do is do each blinker on each side of the wheel so it's easier to adapt to the left and right blinkers.","Everything is Good. The car looks Finished Now and feels like a serious Car, but No Stalk is killing it. I mean, it's very basic to have something for gear and Blinkers. Pressing buttons for everything feels stupid sometimes. The least they can do is do each blinker on each side of the wheel so it's easier to adapt to the left and right blinkers.",['Blinkers'],"['blinkers', 'feels', 'killing', 'adapt', 'pressing']",-0.8331,Negative
105,iueGI4CzP-0,The big knock on Tesla is build quality.  My first EV will likely be a Toyota.,The big knock on Tesla is build quality. My first EV will likely be a Toyota.,"['Tesla', 'Toyota']","['knock', 'tesla build', 'likely', 'toyota', 'build quality']",0.0,Neutral
106,iueGI4CzP-0,"no indicator stalks is just a horrible design, no one asked for that","no indicator stalks is just a horrible design, no one asked for that",[],"['stalks just', 'asked', 'indicator stalks', 'horrible', 'indicator']",-0.7845,Negative
107,iueGI4CzP-0,Haven't seen such a bad quality video (in terms of image quality) from you in a long time.,Haven't seen such a bad quality video (in terms of image quality) from you in a long time.,[],"['quality', 'image', 'bad quality', 'image quality', 'quality video']",-0.5423,Negative
108,iueGI4CzP-0,I thought you have to have some light that’s not on a moving part of the trunk so it’s still seen like on the side of the road with the trunk open,I thought you have to have some light that’s not on a moving part of the trunk so it’s still seen like on the side of the road with the trunk open,[],"['trunk', 'moving trunk', 'road trunk', 'trunk open', 'moving']",0.3612,Positive
109,iueGI4CzP-0,Why are the front lights so tiny,Why are the front lights so tiny,[],"['tiny', 'lights']",0.0,Neutral
110,iueGI4CzP-0,"Tesla will never add a HUD or Android Auto /Apple Carplay. They don't like to license stuff, and they don't want to add third-party software to their cars. They are looking at eventually making their cars fully autonomous, and third-party software is always a liability when it comes to safety","Tesla will never add a HUD or Android Auto /Apple Carplay. They don't like to license stuff, and they don't want to add third-party software to their cars. They are looking at eventually making their cars fully autonomous, and third-party software is always a liability when it comes to safety","['Tesla', 'HUD', 'Android Auto /Apple Carplay']","['party', 'add', 'software', 'liability', 'making cars']",-0.0854,Negative
111,iueGI4CzP-0,I'm picking up a new Highland tomorrow! My wife and I have driven Tesla's since 2018 (a 3 and a Y) and never looked back. Everything is advanced beyond the capabilities of other EV makers. Thumbs up!,I'm picking up a new Highland tomorrow! My wife and I have driven Tesla's since 2018 (a 3 and a Y) and never looked back. Everything is advanced beyond the capabilities of other EV makers. Thumbs up!,['Tesla'],"['new highland', 'capabilities', 'thumbs', 'ev makers', 'makers']",0.3786,Positive
112,iueGI4CzP-0,Can you do model y 7 seater,Can you do model y 7 seater,[],"['seater', 'model']",0.0,Neutral
113,iueGI4CzP-0,Literally the only complaint is the stocks,Literally the only complaint is the stocks,[],"['complaint', 'literally', 'stocks']",-0.296,Negative
114,iueGI4CzP-0,The way the door slams on Teslas still amuses me...,The way the door slams on Teslas still amuses me...,['Teslas'],"['door', 'teslas', 'way']",0.4019,Positive
115,iueGI4CzP-0,"$700 a month minimum
 No thanks. Still no handles in the back",$700 a month minimum No thanks. Still no handles in the back,[],"['700', 'minimum', 'handles', 'month', 'thanks']",-0.5583,Negative
116,iueGI4CzP-0,Robinson Robert Anderson Jennifer Taylor Amy,Robinson Robert Anderson Jennifer Taylor Amy,['Robinson Robert Anderson Jennifer Taylor Amy'],[],0.0,Neutral
117,iueGI4CzP-0,"I recently bought one and it truly is an amazing car. However my 2 biggest gripes are the no stalk indicators, which you do get used to, but will never actually like. and the fact that there is no built in garage door openers. Although you can link it to a paid MyQ account and open them with smart controls.  But I guess they just refused to include a low tech IR door opener.... and now i'm back to having a clip on opener on my sunvisor just like 20 years ago.","I recently bought one and it truly is an amazing car. However my 2 biggest gripes are the no stalk indicators, which you do get used to, but will never actually like. and the fact that there is no built in garage door openers. Although you can link it to a paid MyQ account and open them with smart controls. But I guess they just refused to include a low tech IR door opener.... and now i'm back to having a clip on opener on my sunvisor just like 20 years ago.",['MyQ'],"['door', 'actually like', '20 years', 'like fact', 'amazing car']",-0.0938,Negative
118,iueGI4CzP-0,2:36 i now know where he lives,2:36 i now know where he lives,[],"['lives', '36', 'know']",0.0,Neutral
119,iueGI4CzP-0,"I wanted Y but I feel  M3 is better value.  There are only small differences (little taller and more cargo space) yet you have to pay thousands of dollars more.  Moreover Model 3 is actually better in terms of driving feel, higher range, better comfort, and better views on rear mirror.","I wanted Y but I feel M3 is better value. There are only small differences (little taller and more cargo space) yet you have to pay thousands of dollars more. Moreover Model 3 is actually better in terms of driving feel, higher range, better comfort, and better views on rear mirror.",['Model 3'],"['better', 'feel', 'range better', 'taller', 'model actually']",0.9688,Positive
120,iueGI4CzP-0,cant wait to get mine!,cant wait to get mine!,[],['wait'],0.0,Neutral
121,iueGI4CzP-0,Just brought this home last week & am loving it!!!!,Just brought this home last week & am loving it!!!!,[],"['loving', 'brought', 'home', 'week', 'just']",0.7243,Positive
122,iueGI4CzP-0,Tf I dont care about park and drive mode but def need lane change blinker sticks 😒😒,Tf I dont care about park and drive mode but def need lane change blinker sticks 😒😒,[],"['def', 'sticks', 'tf', 'drive mode', 'lane']",-0.2057,Negative
123,iueGI4CzP-0,I dont like the fact that to change to drive/park/reverse etc it's not as intuitive anymore. It's pretty confusing to be honest.,I dont like the fact that to change to drive/park/reverse etc it's not as intuitive anymore. It's pretty confusing to be honest.,[],"['change drive', 'confusing', 'dont like', 'like fact', 'intuitive']",0.5408,Positive
124,iueGI4CzP-0,Buying TESLA is like wearing a MAGA,Buying TESLA is like wearing a MAGA,['MAGA'],"['wearing', 'maga', 'tesla like', 'buying tesla', 'buying']",0.3612,Positive
125,iueGI4CzP-0,"nah, not even stalk, idts","nah, not even stalk, idts",[],"['nah', 'stalk']",-0.1027,Negative
126,iueGI4CzP-0,It’ll be worth half the price in 3 years.,It’ll be worth half the price in 3 years.,[],"['half price', 'half', 'worth', 'll', 'years']",0.2263,Positive
127,iueGI4CzP-0,He sure changed his opinion on the stupid on wheel indicators. and the lack of a stick to shift gears puts me off. Good luck doing a three point turn naturally...,He sure changed his opinion on the stupid on wheel indicators. and the lack of a stick to shift gears puts me off. Good luck doing a three point turn naturally...,[],"['naturally', 'sure changed', 'shift gears', 'puts', 'good luck']",0.3612,Positive
128,iueGI4CzP-0,really like the new model 3. the new headlights give me GR86/BRZ vibes. i just ordered mine yesterday and im excited to get it.,really like the new model 3. the new headlights give me GR86/BRZ vibes. i just ordered mine yesterday and im excited to get it.,[],"['vibes', 'model new', 'new', 'new headlights', 'yesterday']",0.6361,Positive
129,iueGI4CzP-0,No car is perfect and the fact that he didn’t point out any of the negatives shows we have just watched a 12 min paid ad.,No car is perfect and the fact that he didn’t point out any of the negatives shows we have just watched a 12 min paid ad.,[],"['negatives', 'ad', 'min', 'shows', '12']",0.3612,Positive
130,iueGI4CzP-0,"It's crazy to think that the first ever Tesla is only a little over 16 years old now. Tesla may lack the heritage of other car brands, but it has definitely made an impact. My parents first ever car together was a Mazda GLC (1980s) which was then replaced by a W124. You can't get nostalgic about a Tesla since they are still all relatively new compared to other brands -- they're still teenagers.","It's crazy to think that the first ever Tesla is only a little over 16 years old now. Tesla may lack the heritage of other car brands, but it has definitely made an impact. My parents first ever car together was a Mazda GLC (1980s) which was then replaced by a W124. You can't get nostalgic about a Tesla since they are still all relatively new compared to other brands -- they're still teenagers.","['Tesla', 'Mazda']","['brands', 'tesla', 'car brands', 'old tesla', 'tesla lack']",0.296,Positive
131,iueGI4CzP-0,Elon has died. Such a sad day.,Elon has died. Such a sad day.,[],"['sad', 'day', 'elon']",-0.7717,Negative
132,iueGI4CzP-0,Please stop reviewing Tesla. I think we all know why ...,Please stop reviewing Tesla. I think we all know why ...,[],"['tesla think', 'reviewing', 'stop', 'know', 'think']",0.0258,Neutral
133,iueGI4CzP-0,"the price r so good, it could be an good city car; but u still need an gas/diesel car in the garage for long distance. Unless u live in LA or big city like NYC","the price r so good, it could be an good city car; but u still need an gas/diesel car in the garage for long distance. Unless u live in LA or big city like NYC",['NYC'],"['city', 'long distance', 'good good', 'diesel', 'good']",0.7629,Positive
134,iueGI4CzP-0,This just might be my new car.,This just might be my new car.,[],"['new car', 'new', 'just', 'car']",0.0,Neutral
135,iueGI4CzP-0,Was that a London Tipton reference with the PRNDL?,Was that a London Tipton reference with the PRNDL?,['London Tipton'],"['tipton', 'london tipton', 'london', 'reference', 'prndl']",0.0,Neutral
136,iueGI4CzP-0,It’s a shame Elon is a Trump supporter.,It’s a shame Elon is a Trump supporter.,"['Elon', 'Trump']","['trump', 'shame', 'elon']",-0.25,Negative
137,iueGI4CzP-0,everything is fine but in terms of appearance i find it has a very sketchy design that is not impressive,everything is fine but in terms of appearance i find it has a very sketchy design that is not impressive,[],"['appearance', 'terms', 'fine', 'impressive', 'design']",-0.4859,Negative
138,iueGI4CzP-0,Only an American can call a 40k usd car a starter car,Only an American can call a 40k usd car a starter car,['American'],"['starter car', 'usd', 'american', '40k', 'car']",0.0,Neutral
139,iueGI4CzP-0,Did Elon pay you?,Did Elon pay you?,[],"['elon pay', 'did elon', 'pay', 'elon', 'did']",-0.1027,Negative
140,iueGI4CzP-0,EXCELLENT review thank you,EXCELLENT review thank you,[],"['review thank', 'excellent review', 'excellent', 'thank', 'review']",0.7865,Positive
141,iueGI4CzP-0,I want this car so badly,I want this car so badly,[],"['want car', 'want', 'car']",-0.5706,Negative
142,iueGI4CzP-0,so how the hazard flashers are going to inform the vehicles behind if they were lifted by the tail gate and facing the sky?,so how the hazard flashers are going to inform the vehicles behind if they were lifted by the tail gate and facing the sky?,[],"['lifted', 'sky', 'facing', 'hazard', 'gate']",0.0,Neutral
143,iueGI4CzP-0,"Actually the power liftgate at 2:53 is not the same as the prior model.  The prior model had the motor on only one side, now it's dual for a smoother movement.","Actually the power liftgate at 2:53 is not the same as the prior model. The prior model had the motor on only one side, now it's dual for a smoother movement.",[],"['prior', 'power liftgate', 'liftgate', '53', 'smoother']",0.0,Neutral
144,iueGI4CzP-0,I would've bought one if Elon wasn't so problematic. Bought a Mach E instead.,I would've bought one if Elon wasn't so problematic. Bought a Mach E instead.,"['Elon', 'Mach']","['bought', 've bought', 'mach', 'elon wasn', 'wasn']",0.464,Positive
